Variable,x,unit
r,0.23676843962562372,mm
tn,3.0733577524069524,mm
tl,0.5961925293451764,mm
En,0.7996091158890746,GPa
EX,1.5919320535933101,GPa
ESX,0.8228091078220212,GPa
EY,5.993938202730259,GPa
ESY,0.8051444797669836,GPa
SX,89.94439123973996,MPa
SSX,48.46238062835543,MPa
SY,353.5162638343048,MPa
SSY,370.18525188694235,MPa
