Eb [GPa],Eb pred [GPa],Et [GPa],Et pred [GPa],Name
13.201050433333334,13.262828880509568,2.885509223333333,10.086569819352732,TFP1
9.869500666333332,9.496762839734101,2.258502544,7.53016445476455,TFP2
9.222003430000001,8.893555831505198,2.0004365616666666,7.153167056126709,TFP3
10.181815286333332,8.884321221787115,2.4513617530000005,7.146506350850627,TFP4
6.14310539,7.733915002249691,1.6265822796666667,7.490794053327702,TFP5
7.798059885666667,8.04609194796155,1.7398699316666668,7.8058714798104045,TFP6
