E [GPa],E pred [GPa],Name
13.201050433333334,13.620581189840934,TFP1-1
9.869500666333332,9.721223419588354,TFP2-1
9.222003430000001,8.711638707954558,TFP3-1
10.181815286333332,8.778775769801737,TFP4-1
6.14310539,7.514862810318192,TFP5-1
7.798059885666667,8.068490233808493,TFP6-1
