Variable,x,unit
r,0.2,mm
tn,2.815951466596875,mm
tl,0.565244512863293,mm
En,0.6552490248809053,GPa
EX,0.6596483585103625,GPa
ESX,0.6629872475411589,GPa
EY,13.833999476487321,GPa
ESY,1.0352991804830634,GPa
SX,20.46591812836266,MPa
SSX,20.967956384142475,MPa
SY,828.1103754556307,MPa
SSY,36.9465303556685,MPa
