Eb [GPa],Eb pred [GPa],Et [GPa],Et pred [GPa],Name
13.201050433333334,12.103636688808292,2.885509223333333,8.118662830665937,TFP1-1
9.869500666333332,7.272542133692252,2.258502544,5.2451055163879685,TFP2-1
9.222003430000001,6.452521309561873,2.0004365616666666,4.8191935145578375,TFP3-1
10.181815286333332,7.464862394403314,2.4513617530000005,5.348214091538573,TFP4-1
6.14310539,5.668746872904775,1.6265822796666667,4.964181549844319,TFP5-1
7.798059885666667,6.128533186808656,1.7398699316666668,5.325539644299864,TFP6-1
