labels,Srotura,St_experimental,error_abs,error_rel
TPF1,206.53424948833214,279.1033333333333,72.56908384500116,26.00079439335533
TPF2,129.760424064547,153.36,23.599575935453004,15.3883515489391
TPF3,122.6720573970931,137.11333333333334,14.441275936240245,10.532364420849111
TPF4,109.57152744671896,184.39666666666668,74.82513921994772,40.57835782639656
TPF5,102.42168693838742,99.99000000000001,2.431686938387415,2.431930131400555
TPF6,104.50957924003184,104.51333333333334,0.0037540933014952316,0.003591975475054441
